active_debris_updated,,,,,,,,,,,,,,,,,,,,,,,,
INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER,satname
1981-108H,35508,DEBRIS,COSMOS 1317 DEB,CIS,1981-10-31,PKMTR,,718.45,71.39,34244.0,6144.0,,3.0,0,,5799,1981,108,H,Y,COSMOS 1317 DEB,1981-108H,35508,
1989-061BV,44056,DEBRIS,USA 40 R/B DEB,US,1989-08-08,AFETR,,165.04,57.03,6586.0,591.0,,3.0,0,SMALL,7337,1989,61,BV,Y,USA 40 R/B DEB,1989-061BV,44056,
2007-052AG,43380,DEBRIS,SL-12 DEB,CIS,2007-10-26,TTMTR,,337.03,64.12,19002.0,327.0,,3.0,0,SMALL,7337,2007,52,AG,Y,SL-12 DEB,2007-052AG,43380,
1975-052MT,42658,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,114.21,99.8,1757.0,1082.0,,3.0,0,SMALL,7337,1975,52,MT,Y,DELTA 1 DEB,1975-052MT,42658,
1974-089GR,42624,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,113.05,101.15,1415.0,1317.0,,3.0,0,SMALL,7337,1974,89,GR,Y,THORAD DELTA 1 DEB,1974-089GR,42624,
1974-089GK,42618,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,116.74,102.08,1570.0,1498.0,,3.0,0,SMALL,7337,1974,89,GK,Y,THORAD DELTA 1 DEB,1974-089GK,42618,
1970-025SE,42524,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.35,99.78,1036.0,986.0,,3.0,0,SMALL,7337,1970,25,SE,Y,THORAD AGENA D DEB,1970-025SE,42524,
1970-025RZ,42519,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.41,99.49,982.0,952.0,,3.0,0,SMALL,7337,1970,25,RZ,Y,THORAD AGENA D DEB,1970-025RZ,42519,
2010-057BF,42466,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,658.35,20.69,36741.0,641.0,,3.0,0,SMALL,7337,2010,57,BF,Y,CZ-3C DEB,2010-057BF,42466,
1984-072N,42452,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.86,82.53,952.0,929.0,,3.0,0,SMALL,7337,1984,72,N,Y,METEOR 2-11 DEB,1984-072N,42452,
1966-040BQ,42437,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.69,100.33,1157.0,1083.0,,3.0,0,SMALL,7337,1966,40,BQ,Y,NIMBUS 2 DEB,1966-040BQ,42437,
1981-053SB,42163,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.15,83.01,1089.0,914.0,,3.0,0,SMALL,7337,1981,53,SB,Y,COSMOS 1275 DEB,1981-053SB,42163,
1981-053QZ,42137,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,106.0,82.88,1157.0,925.0,,3.0,0,SMALL,7337,1981,53,QZ,Y,COSMOS 1275 DEB,1981-053QZ,42137,
1981-053PU,42108,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.7,83.18,855.0,824.0,,3.0,0,SMALL,7337,1981,53,PU,Y,COSMOS 1275 DEB,1981-053PU,42108,
2006-062Q,41810,DEBRIS,SL-12 DEB,CIS,2006-12-25,TTMTR,,289.62,64.67,15998.0,247.0,,3.0,0,SMALL,7337,2006,62,Q,Y,SL-12 DEB,2006-062Q,41810,
2006-062N,41808,DEBRIS,SL-12 DEB,CIS,2006-12-25,TTMTR,,253.43,64.64,13536.0,239.0,,3.0,0,SMALL,7337,2006,62,N,Y,SL-12 DEB,2006-062N,41808,
2007-052X,41690,DEBRIS,SL-12 DEB,CIS,2007-10-26,TTMTR,,332.84,63.89,18704.0,358.0,,3.0,0,SMALL,7337,2007,52,X,Y,SL-12 DEB,2007-052X,41690,
1999-025EXJ,41004,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.94,99.23,1237.0,840.0,,3.0,0,SMALL,7337,1999,25,EXJ,Y,FENGYUN 1C DEB,1999-025EXJ,41004,
2012-008AG,40866,DEBRIS,CZ-3C DEB,PRC,2012-02-24,XSC,,638.78,20.56,35472.0,910.0,,3.0,0,MEDIUM,7337,2012,8,AG,Y,CZ-3C DEB,2012-008AG,40866,
2010-057BE,40837,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,634.47,20.72,35625.0,537.0,,3.0,0,MEDIUM,7337,2010,57,BE,Y,CZ-3C DEB,2010-057BE,40837,
2010-057BA,40833,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,659.97,20.72,36860.0,603.0,,3.0,0,SMALL,7337,2010,57,BA,Y,CZ-3C DEB,2010-057BA,40833,
2010-057AV,40828,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,641.44,20.87,35787.0,732.0,,3.0,0,SMALL,7337,2010,57,AV,Y,CZ-3C DEB,2010-057AV,40828,
2010-057AT,40826,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,640.61,20.6,35893.0,583.0,,3.0,0,SMALL,7337,2010,57,AT,Y,CZ-3C DEB,2010-057AT,40826,
2010-057AN,40821,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,645.36,19.9,36118.0,601.0,,3.0,0,MEDIUM,7337,2010,57,AN,Y,CZ-3C DEB,2010-057AN,40821,
1976-077GL,40767,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.9,102.11,1677.0,1496.0,,3.0,0,SMALL,7337,1976,77,GL,Y,DELTA 1 DEB,1976-077GL,40767,
1976-077GD,40760,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,124.57,103.32,2269.0,1500.0,,3.0,0,SMALL,7337,1976,77,GD,Y,DELTA 1 DEB,1976-077GD,40760,
1976-077FW,40753,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.08,101.94,1598.0,1501.0,,3.0,0,SMALL,7337,1976,77,FW,Y,DELTA 1 DEB,1976-077FW,40753,
2007-003AM,40153,DEBRIS,CZ-3A DEB,PRC,2007-02-02,XSC,,865.9,25.59,46681.0,749.0,,3.0,0,MEDIUM,7337,2007,3,AM,Y,CZ-3A DEB,2007-003AM,40153,
2008-046S,40121,DEBRIS,SL-12 DEB,CIS,2008-09-25,TTMTR,,301.33,64.79,16765.0,256.0,,3.0,0,SMALL,7337,2008,46,S,Y,SL-12 DEB,2008-046S,40121,
2008-011DR,39992,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,471.7,48.59,26401.0,988.0,,3.0,0,SMALL,7337,2008,11,DR,Y,BREEZE-M DEB,2008-011DR,39992,
1981-053NA,39940,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.31,82.99,1064.0,954.0,,3.0,0,SMALL,7337,1981,53,,Y,COSMOS 1275 DEB,1981-053NA,39940,
1993-016AZ,39875,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,102.7,70.97,999.0,774.0,,3.0,0,SMALL,7337,1993,16,AZ,Y,SL-16 DEB,1993-016AZ,39875,
1992-093KG,39716,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.56,71.14,954.0,805.0,,3.0,0,SMALL,7337,1992,93,KG,Y,SL-16 DEB,1992-093KG,39716,
1979-095CJ,39607,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.45,81.21,840.0,815.0,,3.0,0,SMALL,7337,1979,95,CJ,Y,METEOR 2-5 DEB,1979-095CJ,39607,
2010-057V,39355,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,632.89,20.21,35565.0,515.0,,3.0,0,MEDIUM,7337,2010,57,V,Y,CZ-3C DEB,2010-057V,39355,
2008-011DJ,39331,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,455.24,48.78,25922.0,528.0,,3.0,0,SMALL,7337,2008,11,DJ,Y,BREEZE-M DEB,2008-011DJ,39331,
1977-007D,9856,DEBRIS,OPS 3151 DEB,US,1977-02-06,AFETR,,,,,,NO ELEMENTS AVAILABLE,,0,,5985,1977,7,D,Y,OPS 3151 DEB,1977-007D,9856,
2008-011CT,38644,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,433.76,49.34,24806.0,400.0,,3.0,0,SMALL,7337,2008,11,CT,Y,BREEZE-M DEB,2008-011CT,38644,
2008-011CM,38638,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,454.49,48.67,25928.0,478.0,,3.0,0,SMALL,7337,2008,11,CM,Y,BREEZE-M DEB,2008-011CM,38638,
2008-011AT,38596,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,470.11,49.16,26399.0,899.0,,3.0,0,SMALL,7337,2008,11,AT,Y,BREEZE-M DEB,2008-011AT,38596,
1999-025ESS,38507,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.56,98.94,861.0,805.0,,3.0,0,SMALL,7337,1999,25,ESS,Y,FENGYUN 1C DEB,1999-025ESS,38507,
1999-025ERZ,38490,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.49,99.14,914.0,840.0,,3.0,0,SMALL,7337,1999,25,ERZ,Y,FENGYUN 1C DEB,1999-025ERZ,38490,
1999-025EPX,38126,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,107.54,98.73,1372.0,854.0,,3.0,0,SMALL,7337,1999,25,EPX,Y,FENGYUN 1C DEB,1999-025EPX,38126,
1993-036BPN,37963,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.66,74.06,1003.0,766.0,,3.0,0,SMALL,7337,1993,36,BPN,Y,COSMOS 2251 DEB,1993-036BPN,37963,
1999-025ENX,37922,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.17,99.11,914.0,809.0,,3.0,0,SMALL,7337,1999,25,ENX,Y,FENGYUN 1C DEB,1999-025ENX,37922,
1999-025ENK,37910,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.49,99.02,866.0,792.0,,3.0,0,SMALL,7337,1999,25,ENK,Y,FENGYUN 1C DEB,1999-025ENK,37910,
1999-025EMW,37897,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.59,98.9,848.0,820.0,,3.0,0,SMALL,7337,1999,25,EMW,Y,FENGYUN 1C DEB,1999-025EMW,37897,
1999-025EMP,37722,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.5,98.31,805.0,568.0,,3.0,0,SMALL,7337,1999,25,EMP,Y,FENGYUN 1C DEB,1999-025EMP,37722,
1999-025ELR,37700,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.09,99.05,880.0,835.0,,3.0,0,SMALL,7337,1999,25,ELR,Y,FENGYUN 1C DEB,1999-025ELR,37700,
1999-025EKZ,37684,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.91,98.17,1176.0,804.0,,3.0,0,SMALL,7337,1999,25,EKZ,Y,FENGYUN 1C DEB,1999-025EKZ,37684,"Galileo FOC FM1 (0201, Galileo 5, PRN E18)"
1999-025EHU,37450,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.83,97.69,1231.0,742.0,,3.0,0,SMALL,7337,1999,25,EHU,Y,FENGYUN 1C DEB,1999-025EHU,37450,
2007-003AF,36969,DEBRIS,CZ-3A DEB,PRC,2007-02-02,XSC,,799.02,26.59,43853.0,437.0,,3.0,0,SMALL,7337,2007,3,AF,Y,CZ-3A DEB,2007-003AF,36969,
2006-006CT,36961,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,268.9,51.91,14502.0,343.0,,3.0,0,SMALL,7337,2006,6,CT,Y,BREEZE-M DEB,2006-006CT,36961,
1987-011AJ,36954,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.55,65.02,797.0,772.0,,3.0,0,SMALL,7337,1987,11,AJ,Y,COSMOS 1818 COOLANT,1987-011AJ,36954,
1987-011AG,36952,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.62,65.01,802.0,774.0,,3.0,0,SMALL,7337,1987,11,AG,Y,COSMOS 1818 COOLANT,1987-011AG,36952,
1987-011AC,36948,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.5,65.01,794.0,771.0,,3.0,0,SMALL,7337,1987,11,AC,Y,COSMOS 1818 COOLANT,1987-011AC,36948,
1999-025DZJ,36688,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.12,99.04,865.0,758.0,,3.0,0,SMALL,7337,1999,25,DZJ,Y,FENGYUN 1C DEB,1999-025DZJ,36688,
2000-033E,36294,DEBRIS,NADEZHDA 6 DEB,CIS,2000-06-28,PKMTR,,98.33,98.3,690.0,667.0,,3.0,0,SMALL,7337,2000,33,E,Y,NADEZHDA 6 DEB,2000-033E,36294,
1999-025DVX,36246,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.33,99.02,966.0,773.0,,3.0,0,SMALL,7337,1999,25,DVX,Y,FENGYUN 1C DEB,1999-025DVX,36246,
1999-025DVR,36240,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.87,99.39,1112.0,582.0,,3.0,0,SMALL,7337,1999,25,DVR,Y,FENGYUN 1C DEB,1999-025DVR,36240,
1999-025DUE,36205,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.0,99.42,921.0,786.0,,3.0,0,SMALL,7337,1999,25,DUE,Y,FENGYUN 1C DEB,1999-025DUE,36205,
1999-025DSN,36165,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.58,98.01,1077.0,779.0,,3.0,0,SMALL,7337,1999,25,DSN,Y,FENGYUN 1C DEB,1999-025DSN,36165,
1999-025DRR,36144,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.55,98.41,986.0,773.0,,3.0,0,SMALL,7337,1999,25,DRR,Y,FENGYUN 1C DEB,1999-025DRR,36144,
1993-036AWJ,35992,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.21,73.95,737.0,609.0,,3.0,0,SMALL,7337,1993,36,AWJ,Y,COSMOS 2251 DEB,1993-036AWJ,35992,
1993-036ALZ,35582,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.4,74.04,791.0,763.0,,3.0,0,SMALL,7337,1993,36,ALZ,Y,COSMOS 2251 DEB,1993-036ALZ,35582,
2007-003W,35562,DEBRIS,CZ-3A DEB,PRC,2007-02-02,XSC,,765.36,23.4,41981.0,696.0,,3.0,0,SMALL,7337,2007,3,W,Y,CZ-3A DEB,2007-003W,35562,
2007-003T,35559,DEBRIS,CZ-3A DEB,PRC,2007-02-02,XSC,,719.73,24.94,39850.0,601.0,,3.0,0,SMALL,7337,2007,3,T,Y,CZ-3A DEB,2007-003T,35559,
1981-108P,35514,DEBRIS,COSMOS 1317 DEB,CIS,1981-10-31,PKMTR,,710.69,70.12,34727.0,5278.0,,3.0,0,SMALL,7337,1981,108,P,Y,COSMOS 1317 DEB,1981-108P,35514,
1981-108M,35512,DEBRIS,COSMOS 1317 DEB,CIS,1981-10-31,PKMTR,,713.54,71.03,33961.0,6184.0,,3.0,0,MEDIUM,7337,1981,108,M,Y,COSMOS 1317 DEB,1981-108M,35512,
1981-108L,35511,DEBRIS,COSMOS 1317 DEB,CIS,1981-10-31,PKMTR,,719.14,74.84,33392.0,7030.0,,3.0,0,MEDIUM,7337,1981,108,L,Y,COSMOS 1317 DEB,1981-108L,35511,
1981-108J,35509,DEBRIS,COSMOS 1317 DEB,CIS,1981-10-31,PKMTR,,721.27,70.15,34603.0,5923.0,,3.0,0,SMALL,7337,1981,108,J,Y,COSMOS 1317 DEB,1981-108J,35509,
2001-049PW,35338,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,100.43,97.91,918.0,639.0,,3.0,0,SMALL,7337,2001,49,PW,Y,PSLV DEB,2001-049PW,35338,
2001-049PT,35335,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,98.07,97.77,701.0,632.0,,3.0,0,SMALL,7337,2001,49,PT,Y,PSLV DEB,2001-049PT,35335,
1991-025AG,35307,DEBRIS,SL-12 DEB,CIS,1991-04-04,TTMTR,,318.54,65.12,17541.0,604.0,,3.0,0,SMALL,7337,1991,25,AG,Y,SL-12 DEB,1991-025AG,35307,
1999-025DJU,35092,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.77,98.86,863.0,727.0,,3.0,0,SMALL,7337,1999,25,DJU,Y,FENGYUN 1C DEB,1999-025DJU,35092,
1991-025AC,35082,DEBRIS,SL-12 DEB,CIS,1991-04-04,TTMTR,,295.61,88.39,16187.0,456.0,,3.0,0,MEDIUM,7337,1991,25,AC,Y,SL-12 DEB,1991-025AC,35082,
1991-025AA,35056,DEBRIS,SL-12 DEB,CIS,1991-04-04,TTMTR,,338.64,65.32,18746.0,685.0,,3.0,0,SMALL,7337,1991,25,AA,Y,SL-12 DEB,1991-025AA,35056,
1991-025R,34801,DEBRIS,SL-12 DEB,CIS,1991-04-04,TTMTR,,333.14,64.91,18529.0,553.0,,3.0,0,SMALL,7337,1991,25,R,Y,SL-12 DEB,1991-025R,34801,
2006-006AX,34232,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,265.6,51.73,14238.0,380.0,,3.0,0,SMALL,7337,2006,6,AX,Y,BREEZE-M DEB,2006-006AX,34232,
1997-070M,34202,DEBRIS,SL-12 DEB,CIS,1997-11-12,TTMTR,,197.6,48.16,8543.0,1176.0,,3.0,0,SMALL,7337,1997,70,M,Y,SL-12 DEB,1997-070M,34202,
1965-108CX,34164,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,,585.07,25.43,33056.0,532.0,,3.0,0,SMALL,7337,1965,108,CX,Y,TITAN 3C TRANSTAGE DEB,1965-108CX,34164,
1989-006BY,33580,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,632.38,9.23,35489.0,564.0,,3.0,0,MEDIUM,7337,1989,6,BY,Y,ARIANE 2 DEB,1989-006BY,33580,
1989-006BR,33573,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,643.72,11.66,35739.0,897.0,,3.0,0,SMALL,7337,1989,6,BR,Y,ARIANE 2 DEB,1989-006BR,33573,
1989-006BH,33565,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,639.28,7.83,35649.0,759.0,,3.0,0,SMALL,7337,1989,6,BH,Y,ARIANE 2 DEB,1989-006BH,33565,
1989-006BG,33564,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,635.95,8.09,35648.0,589.0,,3.0,0,MEDIUM,7337,1989,6,BG,Y,ARIANE 2 DEB,1989-006BG,33564,
1989-006AX,33555,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,643.31,8.07,35826.0,789.0,,3.0,0,SMALL,7337,1989,6,AX,Y,ARIANE 2 DEB,1989-006AX,33555,
1989-006AV,33553,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,635.46,8.71,35667.0,545.0,,3.0,0,SMALL,7337,1989,6,AV,Y,ARIANE 2 DEB,1989-006AV,33553,
1987-079BM,33532,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,,315.57,64.51,17549.0,403.0,,3.0,0,SMALL,7337,1987,79,BM,Y,SL-12 DEB,1987-079BM,33532,
1983-070K,33531,DEBRIS,COSMOS 1481 DEB,CIS,1983-07-08,PKMTR,,707.86,69.27,36584.0,3280.0,,3.0,0,SMALL,7337,1983,70,K,Y,COSMOS 1481 DEB,1983-070K,33531,
1982-016F,33530,DEBRIS,COSMOS 1341 DEB,CIS,1982-03-03,PKMTR,,722.86,65.95,36838.0,3767.0,,3.0,0,MEDIUM,7337,1982,16,F,Y,COSMOS 1341 DEB,1982-016F,33530,
1982-016E,33529,DEBRIS,COSMOS 1341 DEB,CIS,1982-03-03,PKMTR,,701.71,66.62,35791.0,3768.0,,3.0,0,MEDIUM,7337,1982,16,E,Y,COSMOS 1341 DEB,1982-016E,33529,
1981-071AD,33528,DEBRIS,COSMOS 1285 DEB,CIS,1981-08-04,PKMTR,,725.4,66.81,35891.0,4839.0,,3.0,0,SMALL,7337,1981,71,AD,Y,COSMOS 1285 DEB,1981-071AD,33528,
1981-071AC,33527,DEBRIS,COSMOS 1285 DEB,CIS,1981-08-04,PKMTR,,728.19,65.94,36861.0,4006.0,,3.0,0,SMALL,7337,1981,71,AC,Y,COSMOS 1285 DEB,1981-071AC,33527,
1981-071AA,33525,DEBRIS,COSMOS 1285 DEB,CIS,1981-08-04,PKMTR,,728.6,67.23,35711.0,5176.0,,3.0,0,SMALL,7337,1981,71,AA,Y,COSMOS 1285 DEB,1981-071AA,33525,
1981-071Y,33523,DEBRIS,COSMOS 1285 DEB,CIS,1981-08-04,PKMTR,,727.19,67.53,36742.0,4076.0,,3.0,0,MEDIUM,7337,1981,71,Y,Y,COSMOS 1285 DEB,1981-071Y,33523,KJSY-1 (Kongjian Shiyan-1)
1981-071X,33522,DEBRIS,COSMOS 1285 DEB,CIS,1981-08-04,PKMTR,,727.07,67.75,36561.0,4251.0,,3.0,0,SMALL,7337,1981,71,X,Y,COSMOS 1285 DEB,1981-071X,33522,
1981-031M,33520,DEBRIS,COSMOS 1261 DEB,CIS,1981-03-31,PKMTR,,717.09,69.25,34446.0,5874.0,,3.0,0,MEDIUM,7337,1981,31,M,Y,COSMOS 1261 DEB,1981-031M,33520,
1971-024J,33518,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,111.92,88.15,1342.0,1288.0,,3.0,0,SMALL,7337,1971,24,J,Y,THOR DELTA 1 DEB,1971-024J,33518,
1971-024G,33516,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,111.82,88.15,1345.0,1276.0,,3.0,0,SMALL,7337,1971,24,G,Y,THOR DELTA 1 DEB,1971-024G,33516,
1980-057P,32996,DEBRIS,COSMOS 1191 DEB,CIS,1980-07-02,PKMTR,,727.98,66.37,35798.0,5058.0,,3.0,0,SMALL,7337,1980,57,P,Y,COSMOS 1191 DEB,1980-057P,32996,
1980-057N,32995,DEBRIS,COSMOS 1191 DEB,CIS,1980-07-02,PKMTR,,728.42,67.05,35822.0,5056.0,,3.0,0,SMALL,7337,1980,57,N,Y,COSMOS 1191 DEB,1980-057N,32995,
1979-101J,32983,DEBRIS,SATCOM 3 DEB,US,1979-12-07,AFETR,,789.87,9.95,35557.0,8297.0,,3.0,0,SMALL,7337,1979,101,J,Y,SATCOM 3 DEB,1979-101J,32983,
1979-077G,32981,DEBRIS,COSMOS 1124 DEB,CIS,1979-08-28,PKMTR,,720.27,70.86,33453.0,7025.0,,3.0,0,SMALL,7337,1979,77,G,Y,COSMOS 1124 DEB,1979-077G,32981,
1979-058V,32980,DEBRIS,COSMOS 1109 DEB,CIS,1979-06-27,PKMTR,,738.24,73.34,36356.0,5003.0,,3.0,0,SMALL,7337,1979,58,V,Y,COSMOS 1109 DEB,1979-058V,32980,
1979-058T,32978,DEBRIS,COSMOS 1109 DEB,CIS,1979-06-27,PKMTR,,764.99,71.73,37351.0,5308.0,,3.0,0,MEDIUM,7337,1979,58,T,Y,COSMOS 1109 DEB,1979-058T,32978,
1979-058R,32976,DEBRIS,COSMOS 1109 DEB,CIS,1979-06-27,PKMTR,,750.01,67.78,38743.0,3190.0,,3.0,0,SMALL,7337,1979,58,R,Y,COSMOS 1109 DEB,1979-058R,32976,
1978-083Q,32972,DEBRIS,COSMOS 1030 DEB,CIS,1978-09-06,PKMTR,,726.02,71.79,33785.0,6975.0,,3.0,0,SMALL,7337,1978,83,Q,Y,COSMOS 1030 DEB,1978-083Q,32972,
1978-083M,32969,DEBRIS,COSMOS 1030 DEB,CIS,1978-09-06,PKMTR,,709.58,66.83,35237.0,4712.0,,3.0,0,SMALL,7337,1978,83,M,Y,COSMOS 1030 DEB,1978-083M,32969,
1978-066H,32968,DEBRIS,COSMOS 1024 DEB,CIS,1978-06-28,PKMTR,,730.22,69.01,33749.0,7217.0,,3.0,0,SMALL,7337,1978,66,H,Y,COSMOS 1024 DEB,1978-066H,32968,
1977-047P,32966,DEBRIS,COSMOS 917 DEB,CIS,1977-06-16,PKMTR,,765.66,69.04,35537.0,7155.0,,3.0,0,SMALL,7337,1977,47,P,Y,COSMOS 917 DEB,1977-047P,32966,
1977-047N,32965,DEBRIS,COSMOS 917 DEB,CIS,1977-06-16,PKMTR,,721.53,67.29,34698.0,5841.0,,3.0,0,MEDIUM,7337,1977,47,N,Y,COSMOS 917 DEB,1977-047N,32965,
1977-027J,32963,DEBRIS,COSMOS 903 DEB,CIS,1977-04-11,PKMTR,,708.48,69.1,34454.0,5440.0,,3.0,0,SMALL,7337,1977,27,J,Y,COSMOS 903 DEB,1977-027J,32963,
1977-027H,32962,DEBRIS,COSMOS 903 DEB,CIS,1977-04-11,PKMTR,,723.99,67.19,36572.0,4089.0,,3.0,0,SMALL,7337,1977,27,H,Y,COSMOS 903 DEB,1977-027H,32962,
1982-029M,32778,DEBRIS,COSMOS 1348 DEB,CIS,1982-04-07,PKMTR,,734.65,71.19,34519.0,6665.0,,3.0,0,SMALL,7337,1982,29,M,Y,COSMOS 1348 DEB,1982-029M,32778,
1982-029L,32777,DEBRIS,COSMOS 1348 DEB,CIS,1982-04-07,PKMTR,,726.74,71.75,33972.0,6823.0,,3.0,0,SMALL,7337,1982,29,L,Y,COSMOS 1348 DEB,1982-029L,32777,
1982-029J,32775,DEBRIS,COSMOS 1348 DEB,CIS,1982-04-07,PKMTR,,732.3,70.71,34199.0,6870.0,,3.0,0,SMALL,7337,1982,29,J,Y,COSMOS 1348 DEB,1982-029J,32775,
1982-029E,32771,DEBRIS,COSMOS 1348 DEB,CIS,1982-04-07,PKMTR,,734.94,71.42,34165.0,7032.0,,3.0,0,SMALL,7337,1982,29,E,Y,COSMOS 1348 DEB,1982-029E,32771,
2006-006AC,32489,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,266.04,50.12,13585.0,1063.0,,3.0,0,SMALL,7337,2006,6,AC,Y,BREEZE-M DEB,2006-006AC,32489,
2006-006AB,32481,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,265.96,49.64,13958.0,685.0,,3.0,0,SMALL,7337,2006,6,AB,Y,BREEZE-M DEB,2006-006AB,32481,
1999-025DAN,32426,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.88,98.27,1259.0,812.0,,3.0,0,SMALL,7337,1999,25,DAN,Y,FENGYUN 1C DEB,1999-025DAN,32426,
1999-025CZU,32408,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.89,98.82,945.0,561.0,,3.0,0,SMALL,7337,1999,25,CZU,Y,FENGYUN 1C DEB,1999-025CZU,32408,
1999-025CZN,32369,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.62,98.38,1344.0,702.0,,3.0,0,SMALL,7337,1999,25,CZN,Y,FENGYUN 1C DEB,1999-025CZN,32369,
